GEOID,NAME,total_18_34,child_householder_18_34,basement_dweller_pct,median_rentE,median_home_valueE,median_household_incomeE,youth_unemployed_2534E,labor_force_2534E,median_rent,youth_unemployment_rate,rent_to_income_ratio,state,puma_name,coastal_state,high_cost
0600101,Alameda County (North)--Berkeley & Albany Cities PUMA; California,42927,5664,13.194492976448387,2112,1247000,107912,3.9,14594,2112,3.9,0.23485803247090223,NA,Alameda County (North)--Berkeley & Albany Cities PUMA; California,FALSE,TRUE
0600111,Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland) PUMA; California,32970,4352,13.199878677585684,1981,889900,97454,7,11971,1981,7,0.24393046976009194,NA,Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland) PUMA; California,FALSE,TRUE
0600112,Alameda County (Northwest)--Oakland City (Oakland Hills) PUMA; California,21199,5242,24.72758148969291,2223,1214800,159885,5.1,16809,2223,5.1,0.16684491978609625,NA,Alameda County (Northwest)--Oakland City (Oakland Hills) PUMA; California,FALSE,TRUE
0600113,Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland) PUMA; California,31551,11907,37.738898925549115,1672,630700,67575,3.8,15094,1672,3.8,0.2969145394006659,NA,Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland) PUMA; California,FALSE,FALSE
0600114,"Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities PUMA; California",42230,15518,36.74638882311153,2260,908800,116119,3.7,27329,2260,3.7,0.23355350976153774,NA,Alameda County (West)--San Leandro,FALSE,TRUE
0600115,Alameda County (Northwest)--Castro Valley & Ashland PUMA; California,20800,9635,46.32211538461539,2175,901700,104935,3.1,14881,2175,3.1,0.24872540143898603,NA,Alameda County (Northwest)--Castro Valley & Ashland PUMA; California,FALSE,TRUE
0600116,Alameda County (Central)--Hayward City (East) PUMA; California,25042,9904,39.549556744668955,2267,832000,119907,4.2,12975,2267,4.2,0.22687582876729465,NA,Alameda County (Central)--Hayward City (East) PUMA; California,FALSE,TRUE
0600117,"Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities PUMA; California",22811,9946,43.60177107535838,2872,1087600,168435,3.6,14130,2872,3.6,0.20461305548134295,NA,Alameda County (South)--Newark,FALSE,TRUE
0600118,Alameda County (South)--Fremont (Northeast) & Union City (East) Cities PUMA; California,27555,10523,38.18907639266921,2701,1113900,147408,3.9,16098,2701,3.9,0.21987951807228914,NA,Alameda County (South)--Fremont (Northeast) & Union City (East) Cities PUMA; California,FALSE,TRUE
0600119,Alameda County (Central)--Pleasanton & Dublin (West) Cities PUMA; California,22928,8923,38.91748080949058,2935,1230400,172937,2.5,18470,2935,2.5,0.2036579794954232,NA,Alameda County (Central)--Pleasanton & Dublin (West) Cities PUMA; California,FALSE,TRUE
0600120,Alameda County (East)--Livermore & Dublin (East) Cities PUMA; California,20948,8743,41.73668130609127,2586,1041300,170681,2.9,17528,2586,2.9,0.18181285556095875,NA,Alameda County (East)--Livermore & Dublin (East) Cities PUMA; California,FALSE,TRUE
0600121,Alameda County (South)--Fremont City (Southeast) PUMA; California,24860,10172,40.91713596138375,2810,1345200,171536,3.3,17439,2810,3.3,0.19657681186456488,NA,Alameda County (South)--Fremont City (Southeast) PUMA; California,FALSE,TRUE
0600122,Alameda County (West)--Hayward City (West) PUMA; California,23089,10425,45.151370782623765,2241,772200,100106,5,12802,2241,5,0.26863524663856314,NA,Alameda County (West)--Hayward City (West) PUMA; California,FALSE,TRUE
0600123,Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale) PUMA; California,27388,8655,31.601431283773916,1683,694700,69884,8.7,12062,1683,8.7,0.28899318871272395,NA,Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale) PUMA; California,FALSE,FALSE
0600300,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA; California",28580,9501,33.24352694191742,1218,389900,71076,4.5,21849,1218,4.5,0.20563903427317237,NA,Alpine,FALSE,FALSE
0600700,Butte County--Chico City PUMA; California,56144,12242,21.804645198062126,1280,371600,66085,4.5,21966,1280,4.5,0.23242793372172202,NA,Butte County--Chico City PUMA; California,FALSE,FALSE
0601100,"Colusa, Glenn, Tehama & Trinity Counties PUMA; California",25782,9559,37.07625475137693,1053,306000,59806,5.4,14690,1053,5.4,0.21128314884794167,NA,Colusa,FALSE,FALSE
0601301,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA; California,32524,14296,43.95523305866437,1778,574300,79588,5.9,16732,1778,5.9,0.2680806151681158,NA,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA; California,FALSE,FALSE
0601305,Contra Costa County (South)--San Ramon City & Danville Town PUMA; California,20017,11921,59.55437877803866,2876,1386500,199849,4.3,26087,2876,4.3,0.17269038123783456,NA,Contra Costa County (South)--San Ramon City & Danville Town PUMA; California,FALSE,TRUE
0601308,Contra Costa County (Northeast)--Antioch City PUMA; California,27983,12708,45.41328663831612,2148,578200,92400,7.1,14999,2148,7.1,0.27896103896103897,NA,Contra Costa County (Northeast)--Antioch City PUMA; California,FALSE,TRUE
0601309,Contra Costa County (East)--Brentwood & Oakley Cities PUMA; California,24931,12949,51.93935261321246,2338,683200,130307,4.2,17902,2338,4.2,0.2153069290214647,NA,Contra Costa County (East)--Brentwood & Oakley Cities PUMA; California,FALSE,TRUE
0601310,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cities PUMA; California",28176,11868,42.12095400340716,2269,734800,111611,6.4,18411,2269,6.4,0.24395444893424484,NA,Contra Costa County (Far Northwest)--Richmond (North),FALSE,TRUE
0601311,"Contra Costa County (West)--Concord (West), Martinez & Pleasant Hill Cities PUMA; California",25632,9836,38.373907615480654,2137,763200,112164,4,16165,2137,4,0.22862950679362362,NA,Contra Costa County (West)--Concord (West),FALSE,TRUE
0601312,"Contra Costa County (West)--Walnut Creek (West), Lafayette & Orinda Cities PUMA; California",12152,5433,44.70868992758394,2669,1434600,171462,5.8,14684,2669,5.8,0.1867935752528257,NA,Contra Costa County (West)--Walnut Creek (West),FALSE,TRUE
0601313,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities PUMA; California",37555,14518,38.65796831314073,2420,893400,137220,2.8,22626,2420,2.8,0.21163095758635767,NA,Contra Costa County (Central)--Concord (South),FALSE,TRUE
0601314,Contra Costa County (North)--Pittsburg & Concord (North) Cities PUMA; California,27816,12702,45.66436583261432,2074,533600,92784,5.3,12407,2074,5.3,0.26823590274185205,NA,Contra Costa County (North)--Pittsburg & Concord (North) Cities PUMA; California,FALSE,TRUE
0601500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA; California",20652,6316,30.582994383110595,1035,261300,58446,6.6,14630,1035,6.6,0.21250384970742223,NA,Del Norte,FALSE,FALSE
0601700,"El Dorado County--El Dorado Hills, South Lake Tahoe City & Placerville City PUMA; California",31969,13385,41.8686852888736,1597,597600,99246,3.3,24274,1597,3.3,0.19309594341333655,NA,El Dorado County--El Dorado Hills,FALSE,FALSE
0601901,"Fresno County (West)--Selma, Kerman & Coalinga Cities PUMA; California",34567,17126,49.54436312089565,1023,267400,54655,10.2,16352,1023,10.2,0.22460891043820327,NA,Fresno County (West)--Selma,FALSE,FALSE
0601902,Fresno County (North Central)--Fresno City (North) PUMA; California,47266,14735,31.17462869716075,1528,408500,88284,3.8,21814,1528,3.8,0.20769335326899552,NA,Fresno County (North Central)--Fresno City (North) PUMA; California,FALSE,FALSE
0601903,Fresno County (Central)--Fresno City (East Central) PUMA; California,30709,10446,34.01608648930281,1155,263200,51685,7.2,11364,1155,7.2,0.26816290993518427,NA,Fresno County (Central)--Fresno City (East Central) PUMA; California,FALSE,FALSE
0601904,Fresno County (Central)--Fresno City (Southwest) PUMA; California,45920,16285,35.46385017421603,1100,271200,51508,8.1,19115,1100,8.1,0.25627087054438147,NA,Fresno County (Central)--Fresno City (Southwest) PUMA; California,FALSE,FALSE
0601905,Fresno County (Central)--Fresno City (Southeast) PUMA; California,29818,12757,42.78288282245624,1086,287600,57834,8.9,12842,1086,8.9,0.22533457827575476,NA,Fresno County (Central)--Fresno City (Southeast) PUMA; California,FALSE,FALSE
0601906,Fresno County (Central)--Clovis City PUMA; California,27618,9667,35.00253457889782,1477,427700,99296,4.4,14916,1477,4.4,0.17849661617789236,NA,Fresno County (Central)--Clovis City PUMA; California,FALSE,FALSE
0601907,"Fresno County (East)--Sanger, Reedley & Parlier Cities PUMA; California",30289,13563,44.77863250685068,1071,339100,67745,4.4,14366,1071,4.4,0.18971141781681305,NA,Fresno County (East)--Sanger,FALSE,FALSE
0602300,Humboldt County PUMA; California,32740,8011,24.46854001221747,1191,386000,57881,6.3,15107,1191,6.3,0.2469204056598884,NA,Humboldt County PUMA; California,FALSE,FALSE
0602500,Imperial County--El Centro City PUMA; California,40394,22720,56.24597712531564,961,256000,53847,10.5,19774,961,10.5,0.2141623488773748,NA,Imperial County--El Centro City PUMA; California,FALSE,FALSE
0602903,Kern County (Central)--Bakersfield City (Northeast) PUMA; California,40722,16052,39.41849614459015,1079,241500,49479,7.9,17018,1079,7.9,0.2616867762080883,NA,Kern County (Central)--Bakersfield City (Northeast) PUMA; California,FALSE,FALSE
0602904,Kern County (Central)--Bakersfield City (Southeast) PUMA; California,31433,13688,43.54659116215443,1119,217500,49957,9.6,11810,1119,9.6,0.2687911603979422,NA,Kern County (Central)--Bakersfield City (Southeast) PUMA; California,FALSE,FALSE
0602905,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA; California",41700,13038,31.26618705035971,1131,244900,59723,7.6,19381,1131,7.6,0.22724913349965675,NA,Kern County (East)--Ridgecrest,FALSE,FALSE
0602906,"Kern County (West)--Delano, Wasco & Shafter Cities PUMA; California",36994,17544,47.423906579445315,1026,238100,51806,8.6,17991,1026,8.6,0.2376558699764506,NA,Kern County (West)--Delano,FALSE,FALSE
0602907,Kern County (Central)--Bakersfield City (Northwest) & Rosedale PUMA; California,23699,10725,45.255074053757546,1711,402000,110638,2.1,13902,1711,2.1,0.185578191941286,NA,Kern County (Central)--Bakersfield City (Northwest) & Rosedale PUMA; California,FALSE,FALSE
0602908,Kern County (Central)--Bakersfield City (Southwest) PUMA; California,44660,16540,37.03537841468876,1398,326200,81662,5.2,19561,1398,5.2,0.20543214714310207,NA,Kern County (Central)--Bakersfield City (Southwest) PUMA; California,FALSE,FALSE
0603100,Kings County--Hanford City PUMA; California,36199,13653,37.7165115058427,1201,281400,68540,7.5,16956,1201,7.5,0.21027137437992413,NA,Kings County--Hanford City PUMA; California,FALSE,FALSE
0603300,Lake & Mendocino Counties PUMA; California,27372,11047,40.3587607774368,1229,384400,58949,9.1,18111,1229,9.1,0.25018236102393593,NA,Lake & Mendocino Counties PUMA; California,FALSE,FALSE
0603703,Los Angeles County (North Central)--Lancaster City PUMA; California,40095,18868,47.05823668786632,1548,372100,71189,4.2,20808,1548,4.2,0.2609391900434056,NA,Los Angeles County (North Central)--Lancaster City PUMA; California,FALSE,FALSE
0603704,Los Angeles County (North Central)--Palmdale City PUMA; California,43686,23292,53.31685208075814,1597,396600,78274,5.3,23376,1597,5.3,0.2448322559215065,NA,Los Angeles County (North Central)--Palmdale City PUMA; California,FALSE,FALSE
0603705,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA; California,38830,18571,47.826422868915785,2031,848200,106293,4.2,25010,2031,4.2,0.22929073410290424,NA,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA; California,FALSE,TRUE
0603706,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA; California,32048,17773,55.45743884173739,1897,697400,93652,4.5,18193,1897,4.5,0.24307008926664672,NA,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA; California,FALSE,TRUE
0603707,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA; California,38725,20521,52.991607488702385,1714,590600,77590,5.4,19346,1714,5.4,0.265085706920995,NA,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA; California,FALSE,FALSE
0603708,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA; California",30853,16289,52.79551421255631,1705,692400,80710,4.7,19011,1705,4.7,0.25350018585057615,NA,Los Angeles County (North)--LA City (Northeast/Sunland,FALSE,FALSE
0603709,Los Angeles County (Central)--San Gabriel Valley Region (North) PUMA; California,16641,8631,51.86587344510546,2131,1139700,138108,4.9,16224,2131,4.9,0.18515944043791815,NA,Los Angeles County (Central)--San Gabriel Valley Region (North) PUMA; California,FALSE,TRUE
0603710,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities PUMA; California",44324,23359,52.700568540745415,1817,602700,84948,4.9,22870,1817,4.9,0.2566746715637802,NA,Los Angeles County--Baldwin Park,FALSE,FALSE
0603711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities PUMA; California",31360,15559,49.6141581632653,2087,749700,105168,4.4,22013,2087,4.4,0.2381332724783204,NA,Los Angeles County (East Central)--Glendora,FALSE,TRUE
0603712,Los Angeles County (East Central)--Pomona City PUMA; California,38113,18488,48.5083829664419,1633,525000,73597,5.6,19587,1633,5.6,0.26626085302390046,NA,Los Angeles County (East Central)--Pomona City PUMA; California,FALSE,FALSE
0603713,Los Angeles County (East Central)--Covina & Walnut Cities PUMA; California,25203,14226,56.445661230805854,1899,718900,99868,3.9,14712,1899,3.9,0.22818119918292146,NA,Los Angeles County (East Central)--Covina & Walnut Cities PUMA; California,FALSE,TRUE
0603714,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA; California",21381,11617,54.33328656283616,2099,814100,98250,4.8,14701,2099,4.8,0.25636641221374046,NA,Los Angeles County--Diamond Bar,FALSE,TRUE
0603715,Los Angeles County (East Central)--West Covina City PUMA; California,28886,15500,53.65921207505367,1971,636700,93132,5.2,15405,1971,5.2,0.25396211828372633,NA,Los Angeles County (East Central)--West Covina City PUMA; California,FALSE,TRUE
0603716,Los Angeles County (East Central)--La Puente & Industry Cities PUMA; California,25713,15014,58.39069731264341,1782,585600,87115,3.2,14506,1782,3.2,0.24546863341560007,NA,Los Angeles County (East Central)--La Puente & Industry Cities PUMA; California,FALSE,FALSE
0603717,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities PUMA; California",36127,17927,49.622166246851386,1931,982900,98673,4.3,28168,1931,4.3,0.23483627740111276,NA,Los Angeles County (East Central)--Arcadia,FALSE,TRUE
0603718,Los Angeles County (Central)--Pasadena City PUMA; California,33197,8933,26.909058047413925,2093,976300,96372,5.1,18182,2093,5.1,0.26061511642385754,NA,Los Angeles County (Central)--Pasadena City PUMA; California,FALSE,TRUE
0603719,Los Angeles County (Central)--Glendale City PUMA; California,45610,19097,41.870203902652925,2002,992000,81219,7.2,26591,2002,7.2,0.29579285635134633,NA,Los Angeles County (Central)--Glendale City PUMA; California,FALSE,TRUE
0603720,Los Angeles County (Central)--Burbank City PUMA; California,28911,10760,37.21766801563419,2028,978200,92943,5.2,17419,2028,5.2,0.26183790064878476,NA,Los Angeles County (Central)--Burbank City PUMA; California,FALSE,TRUE
0603721,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA; California,39999,10730,26.825670641766042,1831,828200,69666,9.5,16774,1831,9.5,0.315390577900267,NA,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA; California,FALSE,FALSE
0603722,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA; California,45294,14938,32.98008566256016,1758,796300,69375,6.6,22076,1758,6.6,0.3040864864864865,NA,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA; California,FALSE,FALSE
0603723,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA; California,37167,17429,46.893749831840076,1613,605800,64546,4,18512,1613,4,0.2998791559507948,NA,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA; California,FALSE,FALSE
0603724,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA; California,35832,16703,46.61475775842822,1895,759800,89143,4.6,24528,1895,4.6,0.2550957450388701,NA,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA; California,FALSE,TRUE
0603725,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA; California",44141,18443,41.78201671914999,2195,823800,96130,6.1,27274,2195,6.1,0.27400395298033914,NA,Los Angeles County--LA City (Northwest/Canoga Park,FALSE,TRUE
0603728,Los Angeles County (Southwest)--Santa Monica City PUMA; California,25056,4757,18.985472541507022,2254,1682700,106381,8.5,13865,2254,8.5,0.2542559291602824,NA,Los Angeles County (Southwest)--Santa Monica City PUMA; California,FALSE,TRUE
0603730,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire) PUMA; California,41812,8852,21.170955706495743,2134,1499800,88656,7.3,20456,2134,7.3,0.28884677855982677,NA,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire) PUMA; California,FALSE,TRUE
0603731,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities PUMA; California,28920,4260,14.730290456431536,2197,1637300,94531,8.2,15366,2197,8.2,0.27889263839375444,NA,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities PUMA; California,FALSE,TRUE
0603732,Los Angeles County (Central)--LA City (East Central & Hollywood) PUMA; California,55538,11820,21.282725341207822,1742,1244900,64350,9.6,21068,1742,9.6,0.32484848484848483,NA,Los Angeles County (Central)--LA City (East Central & Hollywood) PUMA; California,FALSE,FALSE
0603733,Los Angeles County (Central)--LA City (Central/Koreatown) PUMA; California,35754,9178,25.66985512110533,1585,675200,49267,4.3,13425,1585,4.3,0.38605963423792805,NA,Los Angeles County (Central)--LA City (Central/Koreatown) PUMA; California,FALSE,FALSE
0603734,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA; California",60115,14901,24.787490642934376,1479,1084500,61650,6.9,25530,1479,6.9,0.28788321167883213,NA,Los Angeles County--LA City (East Central/Silver Lake,FALSE,FALSE
0603735,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park) PUMA; California",46474,18298,39.372552394887464,1655,856600,87000,6.9,24326,1655,6.9,0.22827586206896552,NA,Los Angeles County--LA City (Mount Washington,FALSE,FALSE
0603736,Los Angeles County (Central)--Alhambra & South Pasadena Cities PUMA; California,24874,9073,36.47583822465224,1850,861600,90719,4.7,16675,1850,4.7,0.24471169214828206,NA,Los Angeles County (Central)--Alhambra & South Pasadena Cities PUMA; California,FALSE,TRUE
0603737,Los Angeles County (Central)--Monterey Park & Rosemead Cities PUMA; California,26160,12923,49.399847094801224,1724,723300,73030,3.2,17788,1724,3.2,0.28328084348897714,NA,Los Angeles County (Central)--Monterey Park & Rosemead Cities PUMA; California,FALSE,FALSE
0603738,Los Angeles County (Central)--El Monte & South El Monte Cities PUMA; California,30529,15629,51.19394673916604,1613,594400,60909,4.2,17566,1613,4.2,0.3177855489336551,NA,Los Angeles County (Central)--El Monte & South El Monte Cities PUMA; California,FALSE,FALSE
0603739,Los Angeles County (Southeast)--Whittier City & Hacienda Heights PUMA; California,37109,21282,57.34996901021315,1791,701100,94421,3.3,22689,1791,3.3,0.2276188559748361,NA,Los Angeles County (Southeast)--Whittier City & Hacienda Heights PUMA; California,FALSE,FALSE
0603740,Los Angeles County (Central)--Pico Rivera & Montebello Cities PUMA; California,31232,16554,53.00332991803278,1701,609100,76909,2.8,16529,1701,2.8,0.26540456903613363,NA,Los Angeles County (Central)--Pico Rivera & Montebello Cities PUMA; California,FALSE,FALSE
0603741,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA; California",35835,20451,57.069903725408125,1476,537700,55468,4,17218,1476,4,0.31931924713348236,NA,Los Angeles County (Central)--Bell Gardens,FALSE,FALSE
0603742,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUMA; California",35457,19731,55.64768592943565,1372,496700,57600,5.4,16669,1372,5.4,0.28583333333333333,NA,Los Angeles County (Central)--Huntington Park City,FALSE,FALSE
0603743,Los Angeles County (Central)--East Los Angeles PUMA; California,31770,17317,54.50739691532893,1377,582300,65049,4.8,15244,1377,4.8,0.2540238896831619,NA,Los Angeles County (Central)--East Los Angeles PUMA; California,FALSE,FALSE
0603744,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUMA; California,56802,16693,29.388049716559276,1619,646500,53992,9,23137,1619,9,0.3598310860868277,NA,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUMA; California,FALSE,FALSE
0603745,Los Angeles County (Central)--LA City (Southeast/East Vernon) PUMA; California,34694,17619,50.78399723295094,1392,534000,49915,6.5,16532,1392,6.5,0.3346489031353301,NA,Los Angeles County (Central)--LA City (Southeast/East Vernon) PUMA; California,FALSE,FALSE
0603746,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park) PUMA; California,34554,10638,30.78659489494704,1382,779800,47144,6.1,11244,1382,6.1,0.3517732903444765,NA,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park) PUMA; California,FALSE,FALSE
0603747,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills) PUMA; California,41428,15515,37.45051655884909,1524,858100,60902,5.8,21209,1524,5.8,0.30028570490295886,NA,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills) PUMA; California,FALSE,FALSE
0603748,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities PUMA; California,44399,8495,19.133313813374176,2772,1228600,123358,5.2,25019,2772,5.2,0.26965417727265356,NA,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities PUMA; California,FALSE,TRUE
0603750,Los Angeles County (South Central)--LA City (South Central/Westmont) PUMA; California,48485,24965,51.490151593276266,1403,587200,56810,5,23876,1403,5,0.2963562753036437,NA,Los Angeles County (South Central)--LA City (South Central/Westmont) PUMA; California,FALSE,FALSE
0603751,Los Angeles County (South Central)--LA City (South Central/Watts) PUMA; California,42372,21898,51.68035495138299,1376,482000,50743,7.3,18536,1376,7.3,0.32540448928916305,NA,Los Angeles County (South Central)--LA City (South Central/Watts) PUMA; California,FALSE,FALSE
0603752,Los Angeles County (South)--South Gate & Lynwood Cities PUMA; California,44272,24870,56.17546078785689,1424,561300,67146,5.1,20688,1424,5.1,0.25449021535162186,NA,Los Angeles County (South)--South Gate & Lynwood Cities PUMA; California,FALSE,FALSE
0603753,Los Angeles County (South)--Downey City PUMA; California,27818,15116,54.338917247825144,1814,680400,84007,3.5,15974,1814,3.5,0.2591212637042151,NA,Los Angeles County (South)--Downey City PUMA; California,FALSE,FALSE
0603754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities PUMA; California,31903,16813,52.70037300567345,1784,650600,96167,3.1,17667,1784,3.1,0.22261274657626837,NA,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities PUMA; California,FALSE,FALSE
0603757,Los Angeles County (South Central)--Compton City & West Rancho Dominquez PUMA; California,38110,20212,53.03594856992915,1451,485100,68043,5,18174,1451,5,0.25589700630483664,NA,Los Angeles County (South Central)--Compton City & West Rancho Dominquez PUMA; California,FALSE,FALSE
0603758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA; California",38583,19425,50.34600730891844,1611,633600,71233,5.4,20936,1611,5.4,0.27139106874622715,NA,Los Angeles County (South Central)--Gardena,FALSE,FALSE
0603759,Los Angeles County (South Central)--Hawthorne City PUMA; California,31213,13077,41.896004869765804,1625,751900,74022,5.2,15092,1625,5.2,0.26343519494204426,NA,Los Angeles County (South Central)--Hawthorne City PUMA; California,FALSE,FALSE
0603760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities PUMA; California",26377,7067,26.792281154035713,2565,1534700,148721,4.2,21320,2565,4.2,0.20696471917214113,NA,Los Angeles County--Redondo Beach,FALSE,TRUE
0603761,Los Angeles County (South Central)--Torrance City PUMA; California,23810,11660,48.97102057958841,2138,928100,108205,3.8,18061,2138,3.8,0.23710549420082253,NA,Los Angeles County (South Central)--Torrance City PUMA; California,FALSE,TRUE
0603762,Los Angeles County (South Central)--Carson City PUMA; California,26850,15258,56.826815642458094,1812,609700,101043,4.7,14971,1812,4.7,0.21519551082212524,NA,Los Angeles County (South Central)--Carson City PUMA; California,FALSE,FALSE
0603763,Los Angeles County (South Central)--Long Beach City (North) PUMA; California,38297,18607,48.58605112672011,1614,611100,73060,4,19412,1614,4,0.2650971803996715,NA,Los Angeles County (South Central)--Long Beach City (North) PUMA; California,FALSE,FALSE
0603764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUMA; California",36082,18166,50.34643312454964,2252,749000,111355,3.3,20857,2252,3.3,0.24268331013425531,NA,Los Angeles County (South)--Lakewood,FALSE,TRUE
0603766,Los Angeles County (South)--Long Beach City (Southwest & Port) PUMA; California,28449,9766,34.32809589089247,1517,544900,63045,6.1,11361,1517,6.1,0.2887461337140138,NA,Los Angeles County (South)--Long Beach City (Southwest & Port) PUMA; California,FALSE,FALSE
0603767,Los Angeles County (South)--LA City (South/San Pedro) PUMA; California,42585,20303,47.67641188211812,1553,674500,71935,5.4,24793,1553,5.4,0.2590672134565928,NA,Los Angeles County (South)--LA City (South/San Pedro) PUMA; California,FALSE,FALSE
0603768,Los Angeles County (Southwest)--Palos Verdes Peninsula PUMA; California,15672,8474,54.070954568657484,2192,1377000,139577,4.5,15797,2192,4.5,0.18845511796356132,NA,Los Angeles County (Southwest)--Palos Verdes Peninsula PUMA; California,FALSE,TRUE
0603770,"Los Angeles County (West Central)--LA City (West Los Angeles, Century City & Palms) PUMA; California",28751,3742,13.015199471322736,2199,1591800,104690,5.3,11682,2199,5.3,0.2520584583054733,NA,Los Angeles County (West Central)--LA City (West Los Angeles,FALSE,TRUE
0603771,Los Angeles County (Northwest)--Santa Clarita City (South) PUMA; California,24662,10954,44.41651123185468,2219,649100,103711,6.2,15474,2219,6.2,0.2567519356673834,NA,Los Angeles County (Northwest)--Santa Clarita City (South) PUMA; California,FALSE,TRUE
0603772,Los Angeles County (North/Unincorporated)--Castaic PUMA; California,18015,9998,55.49819594782126,2013,584000,105838,3.9,15188,2013,3.9,0.22823560535913376,NA,Los Angeles County (North/Unincorporated)--Castaic PUMA; California,FALSE,TRUE
0603773,Los Angeles County (Northwest)--Santa Clarita City (North) PUMA; California,23570,11846,50.258803563852354,2458,687200,129901,2.8,18707,2458,2.8,0.22706522659563821,NA,Los Angeles County (Northwest)--Santa Clarita City (North) PUMA; California,FALSE,TRUE
0603774,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA; California",22827,8892,38.953870416611906,2922,1748500,168634,5.5,18120,2922,5.5,0.20792959901324762,NA,Los Angeles County--Calabasas,FALSE,TRUE
0603775,Los Angeles County (Central)--LA City (Central) PUMA; California,25440,5707,22.43317610062893,2252,1618900,118458,7.8,17174,2252,7.8,0.2281314896418984,NA,Los Angeles County (Central)--LA City (Central) PUMA; California,FALSE,TRUE
0603776,Los Angeles County (West Central)--LA City (Central/Westwood & West Los Angeles) PUMA; California,36323,2440,6.717506813864493,2475,1233200,90613,9,8815,2475,9,0.327767538874113,NA,Los Angeles County (West Central)--LA City (Central/Westwood & West Los Angeles) PUMA; California,FALSE,TRUE
