GEOID,NAME,total_18_34,child_householder_18_34,basement_dweller_pct,median_rentE,median_home_valueE,median_household_incomeE,youth_unemployed_2534E,labor_force_2534E,median_rent,youth_unemployment_rate,rent_to_income_ratio,state,puma_name,coastal_state,high_cost
0608506,"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA; California",25675,12232,47.64167478091529,2234,1014000,137547,4.4,16374,2234,4.4,0.1949006521407228,NA,Santa Clara County (East)--Gilroy,FALSE,TRUE
0608507,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA; California",21381,10741,50.23619101071044,3413,2000001,222873,2.7,23912,3413,2.7,0.18376384757238426,NA,Santa Clara County (Southwest)--Cupertino,FALSE,TRUE
0608508,Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA; California,27406,9327,34.03269357075093,2471,1600400,143410,4.6,19764,2471,4.6,0.20676382400111568,NA,Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA; California,FALSE,TRUE
0608510,Santa Clara County (Central)--San Jose City (Central) PUMA; California,34979,13850,39.59518568283828,2260,1120200,114860,4.3,22191,2260,4.3,0.23611352951419118,NA,Santa Clara County (Central)--San Jose City (Central) PUMA; California,FALSE,TRUE
0608511,Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA; California,22650,9193,40.58719646799117,2656,1223300,139933,3.1,15356,2656,3.1,0.22776614522664418,NA,Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA; California,FALSE,TRUE
0608512,Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA; California,22208,11665,52.5261167146974,3054,1281100,175442,2.3,17542,3054,2.3,0.20888954754277766,NA,Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA; California,FALSE,TRUE
0608515,Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA; California,17921,6218,34.69672451314101,2846,2000001,206924,3.5,12414,2846,3.5,0.16504610388355145,NA,Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town PUMA; California,FALSE,TRUE
0608516,Santa Clara County (Northwest)--Sunnyvale City PUMA; California,48978,8468,17.28939523867859,2982,1654300,175108,5.4,17992,2982,5.4,0.20435388445987618,NA,Santa Clara County (Northwest)--Sunnyvale City PUMA; California,FALSE,TRUE
0608517,Santa Clara County (Northwest)--Santa Clara City PUMA; California,37601,7002,18.621845163692456,2842,1416500,162378,3.3,15032,2842,3.3,0.21002845213021468,NA,Santa Clara County (Northwest)--Santa Clara City PUMA; California,FALSE,TRUE
0608518,Santa Clara County (Northwest)--San Jose (Berryessa) & Milpitas Cities PUMA; California,27035,10372,38.365082300721284,3015,1164100,166946,3.7,13689,3015,3.7,0.21671678267224131,NA,Santa Clara County (Northwest)--San Jose (Berryessa) & Milpitas Cities PUMA; California,FALSE,TRUE
0608519,Santa Clara County (Central)--San Jose City (North) PUMA; California,58991,8434,14.297096167211947,2614,1054200,125107,3.3,17486,2614,3.3,0.2507293756544398,NA,Santa Clara County (Central)--San Jose City (North) PUMA; California,FALSE,TRUE
0608520,Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA; California,22955,13522,58.90655630581573,2593,1097300,149094,3.3,18117,2593,3.3,0.2087005513300334,NA,Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA; California,FALSE,TRUE
0608521,Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA; California,34663,15077,43.49594668666879,2280,912000,111602,5.3,17565,2280,5.3,0.2451568968298059,NA,Santa Clara County (North)--San Jose City (North Valley/East San Jose) PUMA; California,FALSE,TRUE
0608522,Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA; California,27575,6332,22.96282864913871,2921,2000001,192394,4,16129,2921,4,0.18218863374117697,NA,Santa Clara County (Northwest)--Mountain View & Los Altos Cities PUMA; California,FALSE,TRUE
0608701,Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA; California,30333,14596,48.1192101012099,1880,882200,105647,7.7,19423,1880,7.7,0.21354132157089176,NA,Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA; California,FALSE,TRUE
0608702,Santa Cruz County (South & Coastal)--Santa Cruz City PUMA; California,29951,7337,24.496677907248507,2271,1054800,102785,3.6,13485,2271,3.6,0.2651359634187868,NA,Santa Cruz County (South & Coastal)--Santa Cruz City PUMA; California,FALSE,TRUE
0608900,Shasta County--Redding City PUMA; California,35672,10705,30.00953128504149,1232,327500,68347,6,20262,1232,6,0.216307957920611,NA,Shasta County--Redding City PUMA; California,FALSE,FALSE
0609501,Solano County (Southwest)--Vallejo & Benicia Cities PUMA; California,31856,12859,40.36602209944751,1919,549700,89686,3.4,19137,1919,3.4,0.2567624824387307,NA,Solano County (Southwest)--Vallejo & Benicia Cities PUMA; California,FALSE,TRUE
0609502,Solano County (Central)--Fairfield & Suisun City Cities PUMA; California,37126,14962,40.30059796369122,2057,541000,98999,4.1,19284,2057,4.1,0.24933585187729168,NA,Solano County (Central)--Fairfield & Suisun City Cities PUMA; California,FALSE,TRUE
0609503,Solano County (Northeast)--Vacaville & Dixon Cities PUMA; California,31410,13098,41.700095510983765,1979,555200,102223,4.5,16156,1979,4.5,0.23231562368547196,NA,Solano County (Northeast)--Vacaville & Dixon Cities PUMA; California,FALSE,TRUE
0609702,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA; California",27930,9233,33.05764411027569,2162,752200,101750,4.1,13881,2162,4.1,0.254977886977887,NA,Sonoma County (South)--Petaluma,FALSE,TRUE
0609704,"Sonoma County (North)--Windsor Town, Healdsburg & Cloverdale Cities PUMA; California",19714,8093,41.052044232525105,1851,832300,106569,2.8,15785,1851,2.8,0.20842834220082762,NA,Sonoma County (North)--Windsor Town,FALSE,TRUE
0609705,Sonoma County (Central)--Santa Rosa City (West) PUMA; California,23651,9095,38.45503361380069,1936,610700,88457,5.2,13371,1936,5.2,0.2626360830686096,NA,Sonoma County (Central)--Santa Rosa City (West) PUMA; California,FALSE,TRUE
0609706,Sonoma County (East)--Santa Rosa City (East) PUMA; California,25001,9193,36.770529178832845,2061,796900,99117,4.4,17804,2061,4.4,0.24952329065649687,NA,Sonoma County (East)--Santa Rosa City (East) PUMA; California,FALSE,TRUE
0609901,"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities PUMA; California",31814,15997,50.28289432325391,1456,392400,74846,8.3,13599,1456,8.3,0.2334393287550437,NA,Stanislaus County (Southwest)--Ceres,FALSE,FALSE
0609902,Stanislaus County (Central)--Modesto City (West) PUMA; California,31508,13279,42.1448521010537,1445,351300,65923,10.5,13743,1445,10.5,0.26303414589748647,NA,Stanislaus County (Central)--Modesto City (West) PUMA; California,FALSE,FALSE
0609903,"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities PUMA; California",41862,19121,45.67626964789069,1384,421600,80752,4.8,23001,1384,4.8,0.20566673271250246,NA,Stanislaus County (Northeast)--Turlock,FALSE,FALSE
0609904,Stanislaus County (Central)--Modesto City (East) PUMA; California,25856,9329,36.08060024752475,1477,393800,76273,4.1,14056,1477,4.1,0.23237580795301088,NA,Stanislaus County (Central)--Modesto City (East) PUMA; California,FALSE,FALSE
0610100,Sutter & Yuba Counties--Yuba City & Marysville Cities PUMA; California,42234,14143,33.48723777051665,1218,365300,70176,6,19583,1218,6,0.2082763337893297,NA,Sutter & Yuba Counties--Yuba City & Marysville Cities PUMA; California,FALSE,FALSE
0610701,Tulare County (Northwest)--Visalia City PUMA; California,37551,12558,33.44251817528161,1283,317300,76229,3.2,16899,1283,3.2,0.20197037872725604,NA,Tulare County (Northwest)--Visalia City PUMA; California,FALSE,FALSE
0610702,Tulare County (West Central)--Tulare & Porterville Cities PUMA; California,39096,17028,43.554327808471456,1136,265200,60130,7.6,17220,1136,7.6,0.22670879760518875,NA,Tulare County (West Central)--Tulare & Porterville Cities PUMA; California,FALSE,FALSE
0610703,"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA; California",37758,18892,50.03442978971344,978,258800,55391,9.4,17828,978,9.4,0.21187557545449623,NA,Tulare County (Outside Visalia,FALSE,FALSE
0611102,Ventura County (Southeast)--Thousand Oaks City PUMA; California,26023,14162,54.42108903662145,2566,906300,129573,5.3,21202,2566,5.3,0.23764210136371003,NA,Ventura County (Southeast)--Thousand Oaks City PUMA; California,FALSE,TRUE
0611103,Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA; California,49261,22878,46.44241895211222,1870,591500,85897,4.6,23027,1870,4.6,0.2612431167561149,NA,Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA; California,FALSE,TRUE
0611104,Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA; California,26862,10912,40.62244062244062,1990,697100,97084,2.5,16448,1990,2.5,0.24597255984508262,NA,Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA; California,FALSE,TRUE
0611107,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA; California",22773,12290,53.967417555877574,1759,630100,85356,4.6,14270,1759,4.6,0.24729368761422746,NA,Ventura County (North)--Santa Paula,FALSE,FALSE
0611108,Ventura County (Southeast)--Simi Valley City PUMA; California,27941,14404,51.55148348305357,2396,704500,112096,2.8,18471,2396,2.8,0.256494433342849,NA,Ventura County (Southeast)--Simi Valley City PUMA; California,FALSE,TRUE
0611109,Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA; California,29038,14061,48.42275638818101,2456,754700,113840,3.1,15128,2456,3.1,0.2588896697118763,NA,Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA; California,FALSE,TRUE
0611301,"Yolo County (North)--Woodland & Winters Cities, UC Davis & Rural PUMA; California",24896,8525,34.24244858611825,1464,494100,85804,3.1,11528,1464,3.1,0.20474569950118876,NA,Yolo County (North)--Woodland & Winters Cities,FALSE,FALSE
0611302,Yolo County (South)--Davis & West Sacramento Cities PUMA; California,41515,7125,17.162471395881006,1789,612700,84461,2.7,11567,1789,2.7,0.2541764838209351,NA,Yolo County (South)--Davis & West Sacramento Cities PUMA; California,FALSE,FALSE
0920100,Northwest Hills PUMA; Connecticut,21093,9354,44.34646565211208,1149,296800,87971,4,15146,1149,4,0.15673346898409704,NA,Northwest Hills PUMA; Connecticut,FALSE,FALSE
0920201,Hartford Town PUMA; Connecticut,29949,10715,35.777488396941465,1154,198900,41841,10.9,14901,1154,10.9,0.3309672330967233,NA,Hartford Town PUMA; Connecticut,FALSE,FALSE
0920202,Connecticut River North PUMA; Connecticut,31935,13275,41.56881164866134,1486,259700,100952,3.8,20959,1486,3.8,0.1766384024090657,NA,Connecticut River North PUMA; Connecticut,FALSE,FALSE
0920203,Capitol East PUMA; Connecticut,21266,7696,36.18922223267187,1384,326600,111189,3.3,13043,1384,3.3,0.1493672935272374,NA,Capitol East PUMA; Connecticut,FALSE,FALSE
0920204,"East Hartford, Manchester & Vernon Towns PUMA; Connecticut",36009,11688,32.458552028659504,1289,216200,76418,6.2,16550,1289,6.2,0.202413044047214,NA,East Hartford,FALSE,FALSE
0920205,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns PUMA; Connecticut",20830,8799,42.24195871339415,1484,312700,112164,2.5,15524,1484,2.5,0.1587675189900503,NA,Glastonbury,FALSE,FALSE
0920206,"New Britain, Southington, Berlin & Plainville Towns PUMA; Connecticut",33949,12708,37.43261951751156,1186,267600,77822,4.3,19979,1186,4.3,0.18287887743825654,NA,New Britain,FALSE,FALSE
0920207,Capitol West PUMA; Connecticut,27498,10321,37.53363881009528,1603,377100,126881,2.8,20926,1603,2.8,0.1516066235291336,NA,Capitol West PUMA; Connecticut,FALSE,FALSE
0920301,Northeastern Planning Region & Stafford Town PUMA; Connecticut,21554,7335,34.03080634684977,1118,264800,83595,5.1,14612,1118,5.1,0.16048806746815,NA,Northeastern Planning Region & Stafford Town PUMA; Connecticut,FALSE,FALSE
0920401,Shoreline Southeastern PUMA; Connecticut,23762,6315,26.576045787391635,1344,315200,83390,3.7,14967,1344,3.7,0.19340448495023385,NA,Shoreline Southeastern PUMA; Connecticut,FALSE,FALSE
0920402,Inland Southeastern PUMA; Connecticut,31439,10506,33.41709341900187,1170,253600,76667,6.5,19816,1170,6.5,0.18312963856678885,NA,Inland Southeastern PUMA; Connecticut,FALSE,FALSE
0920500,Lower Connecticut River Valley PUMA; Connecticut,31508,11964,37.97130887393678,1345,341300,99742,2.7,23514,1345,2.7,0.16181748912193458,NA,Lower Connecticut River Valley PUMA; Connecticut,FALSE,FALSE
0920601,New Haven Town PUMA; Connecticut,38077,9422,24.744596475562673,1402,236500,54305,8.6,15162,1402,8.6,0.3098057269128073,NA,New Haven Town PUMA; Connecticut,FALSE,FALSE
0920602,South Central West PUMA; Connecticut,26298,11832,44.992014601870864,1463,350200,97085,5.9,18290,1463,5.9,0.18083123036514395,NA,South Central West PUMA; Connecticut,FALSE,FALSE
0920603,South Central North PUMA; Connecticut,33897,12390,36.55190724842907,1345,256700,81670,3.7,19402,1345,3.7,0.19762458675156117,NA,South Central North PUMA; Connecticut,FALSE,FALSE
0920604,South Central East PUMA; Connecticut,20576,10765,52.318234836702956,1473,363200,108085,3.7,19426,1473,3.7,0.1635379562381459,NA,South Central East PUMA; Connecticut,FALSE,FALSE
0920701,Waterbury Town PUMA; Connecticut,28370,11172,39.37962636587945,1140,162800,51451,8.6,14910,1140,8.6,0.26588404501370233,NA,Waterbury Town PUMA; Connecticut,FALSE,FALSE
0920702,Naugatuck Valley North PUMA; Connecticut,34890,15910,45.600458584121526,1225,291200,98594,2.5,24315,1225,2.5,0.14909629389212326,NA,Naugatuck Valley North PUMA; Connecticut,FALSE,FALSE
0920703,Naugatuck Valley South PUMA; Connecticut,31605,14803,46.8375257079576,1357,316100,95355,4.5,20133,1357,4.5,0.17077237690734623,NA,Naugatuck Valley South PUMA; Connecticut,FALSE,FALSE
0920801,Bridgeport Town PUMA; Connecticut,35770,13895,38.845401174168295,1369,227200,54440,11,18804,1369,11,0.30176340925789863,NA,Bridgeport Town PUMA; Connecticut,FALSE,FALSE
0920802,Bridgeport Suburban PUMA; Connecticut,26684,15620,58.53695098186179,1851,462100,131273,5.1,26778,1851,5.1,0.16920463461641008,NA,Bridgeport Suburban PUMA; Connecticut,FALSE,TRUE
0920901,Stamford & Greenwich Towns PUMA; Connecticut,45382,17639,38.86783306156626,2162,748100,115261,3.9,26440,2162,3.9,0.22508914550455053,NA,Stamford & Greenwich Towns PUMA; Connecticut,FALSE,TRUE
0920902,Western Central PUMA; Connecticut,13023,8823,67.7493665054135,2510,943800,216972,2.7,17632,2510,2.7,0.13881975554449422,NA,Western Central PUMA; Connecticut,FALSE,TRUE
0920903,Norwalk & Westport Towns PUMA; Connecticut,24020,10012,41.6819317235637,1872,633900,110822,6.5,16275,1872,6.5,0.20270343433614263,NA,Norwalk & Westport Towns PUMA; Connecticut,FALSE,TRUE
0920904,Western North PUMA; Connecticut,39498,19665,49.787331004101475,1696,392500,102336,3.7,27605,1696,3.7,0.19887429643527205,NA,Western North PUMA; Connecticut,FALSE,FALSE
1200101,Alachua County (Central)--Gainesville City (Central) PUMA; Florida,63496,8683,13.674877157616228,1170,214300,45809,2.6,11592,1170,2.6,0.3064899910497937,NA,Alachua County (Central)--Gainesville City (Central) PUMA; Florida,FALSE,FALSE
1200102,Alachua County (Outer) PUMA; Florida,24579,8712,35.444891980959355,1247,275200,77968,3.2,15053,1247,3.2,0.1919248922634927,NA,Alachua County (Outer) PUMA; Florida,FALSE,FALSE
1200398,Baker & Nassau Counties PUMA; Florida,21226,7391,34.82050315650617,1106,285600,80677,2.2,15725,1106,2.2,0.164507852299912,NA,Baker & Nassau Counties PUMA; Florida,FALSE,FALSE
1200500,Bay County PUMA; Florida,37289,9750,26.147121134919143,1311,246800,65999,3.7,22936,1311,3.7,0.2383672479886059,NA,Bay County PUMA; Florida,FALSE,FALSE
1200798,"Bradford, Columbia, Dixie, Gilchrist, Levy, & Union Counties PUMA; Florida",32924,10593,32.17409792248815,855,153500,52241,4.5,23406,855,4.5,0.19639746559215943,NA,Bradford,FALSE,FALSE
1200901,Brevard County (Northwest)--Titusville PUMA; Florida,19655,8056,40.98702620198423,1154,228000,64210,5,11661,1154,5,0.21566734153558637,NA,Brevard County (Northwest)--Titusville PUMA; Florida,FALSE,FALSE
1200902,Brevard County (East)--Beaches & Merritt Island PUMA; Florida,17449,7422,42.535388847498425,1383,392000,82820,2.5,15858,1383,2.5,0.2003863801014248,NA,Brevard County (East)--Beaches & Merritt Island PUMA; Florida,FALSE,FALSE
1200903,Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA; Florida,26962,10031,37.204213337289524,1332,294200,74576,3.1,16899,1332,3.1,0.2143316884788672,NA,Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA; Florida,FALSE,FALSE
1200904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns PUMA; Florida",28068,12351,44.00384779820436,1362,225200,61567,5.7,16548,1362,5.7,0.26546688972988775,NA,Brevard County (Southeast)--Palm Bay City,FALSE,FALSE
1200905,Brevard County (West)--Rockledge & Cocoa Cities PUMA; Florida,18993,7426,39.09861527931343,1345,300100,73250,2.9,12805,1345,2.9,0.22034129692832766,NA,Brevard County (West)--Rockledge & Cocoa Cities PUMA; Florida,FALSE,FALSE
1201101,"Broward County (NNW)--Coral Springs (North), Parkland, & Coconut Creek (North) Cities PUMA; Florida",18423,9769,53.02610866851219,2186,547800,119820,2.5,16452,2186,2.5,0.21892839258888333,NA,Broward County (NNW)--Coral Springs (North),FALSE,TRUE
1201102,"Broward County (N Central)--Margate, Coconut Creek (South), & North Lauderdale Cities PUMA; Florida",19339,8760,45.2970681007291,1695,241100,58571,4.8,12539,1695,4.8,0.347270833689027,NA,Broward County (N Central)--Margate,FALSE,FALSE
1201103,"Broward County (NE)--Deerfield Beach, Pompano Beach (North) & Lighthouse Point Cities PUMA; Florida",19708,7671,38.92327988634057,1607,265800,56619,5.3,13261,1607,5.3,0.34059238064960523,NA,Broward County (NE)--Deerfield Beach,FALSE,FALSE
1201104,Broward County (NE)--Pompano Beach (South) City PUMA; Florida,20436,6479,31.70385594049716,1482,310100,61186,8.2,12850,1482,8.2,0.2906547249370771,NA,Broward County (NE)--Pompano Beach (South) City PUMA; Florida,FALSE,FALSE
1201105,"Broward County (West Central)--Tamarac, & North Lauderdale, & Sunrise (North) Cities PUMA; Florida",20447,7736,37.83440113464078,1725,234300,58222,5.3,13144,1725,5.3,0.35553570815155783,NA,Broward County (West Central)--Tamarac,FALSE,FALSE
1201106,Broward County (West Central)--Plantation & Sunrise Cities PUMA; Florida,38202,15908,41.6417988586985,1911,335300,73097,4.7,23629,1911,4.7,0.31372012531294036,NA,Broward County (West Central)--Plantation & Sunrise Cities PUMA; Florida,FALSE,TRUE
1201107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA; Florida,23047,10419,45.20761921291274,1457,217900,46499,7.3,12254,1457,7.3,0.37600808619540205,NA,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA; Florida,FALSE,FALSE
1201108,Broward County (East Central)--Fort Lauderdale City (Central) PUMA; Florida,30176,8601,28.502783669141042,1555,385800,72006,3.1,18340,1555,3.1,0.259145071244063,NA,Broward County (East Central)--Fort Lauderdale City (Central) PUMA; Florida,FALSE,FALSE
1201109,Broward County (Southeast)--Hollywood (North) & Dania Beach Cities PUMA; Florida,25585,9572,37.412546413914406,1504,333500,60484,4.9,16683,1504,4.9,0.2983929634283447,NA,Broward County (Southeast)--Hollywood (North) & Dania Beach Cities PUMA; Florida,FALSE,FALSE
1201110,Broward County (Central)--Davie Town & Cooper City PUMA; Florida,26797,11168,41.67630704929656,1820,405200,85319,1.9,15869,1820,1.9,0.2559804967240591,NA,Broward County (Central)--Davie Town & Cooper City PUMA; Florida,FALSE,FALSE
1201111,Broward County (Southwest)--Pembroke Pines (West) City PUMA; Florida,21561,11581,53.712722044432084,1875,389200,75382,3.1,16136,1875,3.1,0.2984797431747632,NA,Broward County (Southwest)--Pembroke Pines (West) City PUMA; Florida,FALSE,TRUE
1201112,Broward County (SSW)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA; Florida,22570,11767,52.135578201151965,1849,431300,89628,2.8,16753,1849,2.8,0.24755656714419602,NA,Broward County (SSW)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA; Florida,FALSE,TRUE
1201113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA; Florida,27185,12365,45.484642265955486,1524,337400,64667,5.2,16235,1524,5.2,0.28280266596563935,NA,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA; Florida,FALSE,FALSE
1201114,"Broward County (SSE)--Miramar (East), Hallandale Beach & West Park Cities PUMA; Florida",24593,10966,44.58992396210304,1508,280500,55705,6.4,12540,1508,6.4,0.3248541423570595,NA,Broward County (SSE)--Miramar (East),FALSE,FALSE
1201115,Broward County (Northwest) Coral Springs City PUMA; Florida,23366,11645,49.837370538389116,1791,428100,79524,6.9,13231,1791,6.9,0.27025803531009507,NA,Broward County (Northwest) Coral Springs City PUMA; Florida,FALSE,FALSE
1201116,"Broward County (East Central)--Wilton Manors, Fort Lauderdale (North), Oakland Park PUMA; Florida",24201,6984,28.85831164001488,1619,405300,71888,2.4,16032,1619,2.4,0.27025372802136655,NA,Broward County (East Central)--Wilton Manors,FALSE,FALSE
1201117,"Broward County (West) Weston, Sunrise (S), Davie (W) Cities & Southwest Ranches Town PUMA; Florida",16237,11281,69.4771201576646,2575,600100,132692,3.1,19843,2575,3.1,0.23287010520604107,NA,Broward County (West) Weston,FALSE,TRUE
1201398,"Calhoun, Franklin, Gadsden, Gulf, Jackson, Jefferson, Liberty, & Wakulla Counties PUMA; Florida",28975,12251,42.28127696289905,815,155100,52450,3.3,25046,815,3.3,0.18646329837940895,NA,Calhoun,FALSE,FALSE
1201500,Charlotte County PUMA; Florida,23336,10975,47.030339389784025,1206,265800,62164,5.6,19054,1206,5.6,0.23280355189498744,NA,Charlotte County PUMA; Florida,FALSE,FALSE
1201700,Citrus County PUMA; Florida,21049,8699,41.32737897287282,1000,190800,52569,5.4,16191,1000,5.4,0.22827141471209267,NA,Citrus County PUMA; Florida,FALSE,FALSE
1201901,"Clay County (North, Central, & South) PUMA; Florida",19069,7188,37.69468771304211,1283,243900,76514,2.6,13337,1283,2.6,0.20121807773740755,NA,Clay County (North,FALSE,FALSE
1201902,Clay County (Northeast) PUMA; Florida,24955,11184,44.81667000601082,1414,264700,87377,3.3,15797,1414,3.3,0.19419297984595488,NA,Clay County (Northeast) PUMA; Florida,FALSE,FALSE
1202101,Collier County (Northwest) PUMA; Florida,13493,5903,43.74861039057289,1840,567800,96126,2.1,12712,1840,2.1,0.22969852069159227,NA,Collier County (Northwest) PUMA; Florida,FALSE,FALSE
1202102,Collier County (Southwest) PUMA; Florida,17948,7310,40.72877200802318,1476,363300,72820,2.1,13180,1476,2.1,0.24322988190057676,NA,Collier County (Southwest) PUMA; Florida,FALSE,FALSE
1202103,Collier County (East) PUMA; Florida,27171,11428,42.05954878362961,1429,414900,80125,5.7,16391,1429,5.7,0.21401560062402497,NA,Collier County (East) PUMA; Florida,FALSE,FALSE
1202799,"Southwest Heartland--DeSoto, Hardee, & Highlands (Northwest) Counties PUMA; Florida",25843,8974,34.72507061873621,896,150400,49725,6,15941,896,6,0.21622926093514327,NA,Southwest Heartland--DeSoto,FALSE,FALSE
1203101,Duval County (Outer)--Jacksonville City (North & West) PUMA; Florida,32257,12276,38.056855876243915,1436,248700,73521,4.5,20378,1436,4.5,0.23438201330232178,NA,Duval County (Outer)--Jacksonville City (North & West) PUMA; Florida,FALSE,FALSE
1203102,Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA; Florida,23923,8513,35.58500188103499,992,106700,36030,7.4,12938,992,7.4,0.33039134054954206,NA,Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA; Florida,FALSE,FALSE
1203103,Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA; Florida,44493,11379,25.574809520598745,1190,200700,58296,4.9,21745,1190,4.9,0.24495677233429394,NA,Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA; Florida,FALSE,FALSE
1203104,Duval County (North Central)--Jacksonville City (Arlington) PUMA; Florida,28305,7514,26.546546546546544,1156,217400,54459,4.5,13814,1156,4.5,0.2547237371233405,NA,Duval County (North Central)--Jacksonville City (Arlington) PUMA; Florida,FALSE,FALSE
1203105,Duval County (East)--Jacksonville City (Beaches) PUMA; Florida,32572,9135,28.045560604199927,1632,352600,89038,2.5,17732,1632,2.5,0.21995103214357914,NA,Duval County (East)--Jacksonville City (Beaches) PUMA; Florida,FALSE,FALSE
1203106,Duval County (Southeast)--Jacksonville City (Southeast) PUMA; Florida,44508,8499,19.095443515772445,1465,313400,73419,2,16731,1465,2,0.23944755444775875,NA,Duval County (Southeast)--Jacksonville City (Southeast) PUMA; Florida,FALSE,FALSE
1203107,Duval County (South Central)--Jacksonville City (Southeast River) PUMA; Florida,29844,7600,25.465755260688915,1329,303700,80132,2.2,16338,1329,2.2,0.19902161433634502,NA,Duval County (South Central)--Jacksonville City (Southeast River) PUMA; Florida,FALSE,FALSE
1203301,Escambia County (North) PUMA; Florida,22883,5377,23.49779312153127,1224,210600,68026,9.2,10875,1224,9.2,0.2159174433304913,NA,Escambia County (North) PUMA; Florida,FALSE,FALSE
1203302,Escambia County (Southeast) PUMA; Florida,24948,6309,25.28860028860029,1095,189300,53988,4.6,11677,1095,4.6,0.24338741942653924,NA,Escambia County (Southeast) PUMA; Florida,FALSE,FALSE
1203303,Escambia County (Southwest) PUMA; Florida,22033,6803,30.876412653746655,1252,219800,65851,3.2,13200,1252,3.2,0.22815143278006408,NA,Escambia County (Southwest) PUMA; Florida,FALSE,FALSE
1203500,Flagler County PUMA; Florida,17547,7829,44.61731350088334,1561,293700,69251,3.5,13628,1561,3.5,0.27049428889113514,NA,Flagler County PUMA; Florida,FALSE,FALSE
1204798,"Hamilton, Lafayette, Madison, Suwannee, & Taylor Counties PUMA; Florida",17012,7213,42.39948271808135,817,113800,47559,4.1,12908,817,4.1,0.20614394751781998,NA,Hamilton,FALSE,FALSE
1205199,"Southeast Heartland--Hendry, Highlands (South & East), Glades, & Okeechobee Counties PUMA; Florida",19273,6937,35.99335858454833,923,149300,49328,3.8,13030,923,3.8,0.2245377878689588,NA,Southeast Heartland--Hendry,FALSE,FALSE
1205300,Hernando County PUMA; Florida,33902,12973,38.26617898649047,1155,214700,59202,3.5,23606,1155,3.5,0.23411371237458195,NA,Hernando County PUMA; Florida,FALSE,FALSE
1205701,Hillsborough County (Central)--Tampa City (Central) PUMA; Florida,41925,11517,27.470483005366724,1180,226300,45287,5.5,18556,1180,5.5,0.3126725108750856,NA,Hillsborough County (Central)--Tampa City (Central) PUMA; Florida,FALSE,FALSE
1205702,Hillsborough County (Southwest)--Tampa City (South Central) PUMA; Florida,28008,6656,23.764638674664383,1452,279200,58685,4.3,12830,1452,4.3,0.29690721649484536,NA,Hillsborough County (Southwest)--Tampa City (South Central) PUMA; Florida,FALSE,FALSE
1205703,Hillsborough County (Northwest) PUMA; Florida,35898,12302,34.26931862499303,1612,343500,80868,3,25865,1612,3,0.23920462976702775,NA,Hillsborough County (Northwest) PUMA; Florida,FALSE,FALSE
1205704,Hillsborough County (North Central) PUMA; Florida,27515,9295,33.78157368707978,1370,344400,79310,3.4,19594,1370,3.4,0.20728785777329467,NA,Hillsborough County (North Central) PUMA; Florida,FALSE,FALSE
